,index,walk_id,title,summary,lat,lng
2417,2417,204,14. Scarred Tree,14. Scarred Tree,-37.81469158,144.98016447
2418,2418,204,15. Sinclair's Cottage,15. Sinclair's Cottage,-37.81437569,144.98020052
2419,2419,204,16. Fairies' Tree,16. Fairies' Tree,-37.81333118,144.98063382
2420,2420,204,17. Model Tudor Village,17. Model Tudor Village,-37.81315211,144.98090258
2421,2421,204,18. Children's Playground,18. Children's Playground,-37.81179532,144.98138476
2422,2422,204,19. The English Elms,19. The English Elms,-37.8111441,144.98120405
2423,2423,204,20. River God Fountain,River God Fountain,-37.81053365,144.98084856
2424,2424,204,21. St Patrick's College,21. St Patrick's College,-37.8109128,144.97794142
2425,2425,204,22. Pilgrim Path,22. Pilgrim Path,-37.81081577,144.97719932
2426,2426,205,The start,Start near the 'Princes Walk' sign in between Federation Square and Princess Bridge and walk down the path to the river.,-37.81869537,144.96832134
2427,2427,205,Path to Birrarung Marr,Walk down to Birrarung Marr and you soon leave the traffic sounds behind.,-37.81864781,144.96920432
2428,2428,205,View of the Yarra,Looking across the Yarra river to the Boathouses. If you walk in the morning or evening you will usually see rowers on the water. ,-37.8186666,144.97083306
2429,2429,205,Angel,An iconic Melbourne Sculpture by Deborah Halpern.,-37.81892535,144.97309811
2430,2430,205,The shady path to the bridge,The wide shady  path is gravel for the first few hundred metres before it becomes paved near Batman Avenue. There are some toilets on the left hand side.,-37.8196718,144.97458773
2431,2431,205,Looking up the river,This magnificent view may help you ignore the traffic on the bridge. ,-37.82318812,144.97767935
2432,2432,205,High and low path,"Once off the bridge, you can choose the higher more shady or lower path near the waters edge.",-37.82311072,144.97645384
2433,2433,205,The steps,There are two sets of steps nearby. Why not go up an down them a few times to get the blood pumping!,-37.82226682,144.97571576
2434,2434,205,The high path ,More shade on the high path and a better view across the river.,-37.82126698,144.97465227
2435,2435,205,Left before the Bridge ,Turn left before the bridge back up to St Kilda Rd (or continue on to Southbank and cross the river at the footbridge back to Flinders St Station). ,-37.81980294,144.96916349
2436,2436,205,Princess Bridge,"Cross Princess Bridge and you are back at the start, and should feel fresh and reinvigorated!",-37.81958278,144.96859017
2437,2437,206,Foster Information Centre,Marvel at our local talent in Stockyard Gallery or catch up with your facebook friends with free wi-fi in the Library. Community and tourist information available 7 days a week.,-38.65096829,146.19948704
2438,2438,206,Pearl Park,Enjoy Harry the Miner's view of the vegetable and flower gardens or put a snag on the free bbq.,-38.65122213,146.1992828
2439,2439,206,Stockyard Creek,The first alluvial gold was found in the Creek in 1870.  Can you spot a platypus - about as elusive as the gold!,-38.65133753,146.19925025
2440,2440,206,Foster Skate Park,"Between the South Gippsland Water Board and the Scout Hall, we dare you to dangle your skateboard over the precipice.",-38.65320556,146.19975418
2441,2441,206,Foster Primary School,Site of one of the first Stephanie Alexander school gardens and still going strong.,-38.65808859,146.20238975
2442,2442,206,Humungus eucalyptus tree,Wrap your arms around this ol' timer.,-38.65888713,146.20302338
2443,2443,206,Foster Adventure Playground,Swing like a possum or climb like a koala over this large adventure playground for all ages.  Situated in the Foster Showgrounds. Public toilets available.,-38.65776703,146.20634437
2444,2444,206,Ambulance Station playground,"Through the Tassie Tiger gate, a fire truck and ambulance are just waiting to be revved by young drivers.",-38.65420942,146.20247735
2445,2445,207,Op shops,"There are a few op shops along this road, all with bargains to be discovered.  ",-37.83480884,145.1663803
2446,2446,207,Secret creek,This creek is quite hidden!  Don't quite know where it goes but is probably connected with the lake.,-37.833133,145.16554452
2447,2447,207,Blackburn Lake Sanctuary,"A beautiful lake, often with different types of birds and surrounded by a small pocket of forest.  Particularly atmospheric on foggy mornings as the mist rises from the lake.  ",-37.82898038,145.16205321
2448,2448,207,Whitehorse Heritage Trail,"There are a few signs marking the trail, but I'm not sure where the Trail starts or ends!",-37.82702566,145.15948339
2449,2449,207,Playground,Playground recently given a bright red coat of paint.  Now it really stands out and gets the kids going.,-37.82288853,145.15589825
2450,2450,207,The Pines Senior Citizens Centre,I've walked past and seen dancing classes and morning tea on offer. What else do they get up to here?,-37.82129428,145.15351419
2451,2451,207,War memorial and tennis courts,War memorial and local tennis courts in the background.  A pretty garden and lots of places to sit and watch what's going on.,-37.82110505,145.15323122
2452,2452,207,Blackburn library,Lovely library with benches and mural.,-37.82070937,145.15289102
2453,2453,207,French cake shop,This French cake shop has some amazing cakes!  I once saw a queue all the way outside around Easter time.,-37.82049137,145.15243417
2454,2454,207,Op Shop,"Bargains galore!  Great shops around this area too, including bakery, cafe, art shop, hairdressers and more.",-37.82052301,145.15108352
2455,2455,207,Rotary Saturday market,"There's a little market outside Blackburn station every second Saturday of the month.  Fresh fruit and veg, craft, plants and other bits and pieces.",-37.82053484,145.15057876
2456,2456,207,Playground,"Playground outside Blackburn station, a good spot for kids if you're waiting for the bus or next train.",-37.82053712,145.15048165
2457,2457,208,View of Thompson River,"There is a great view of the Thompson 
River and the new Pearson Crossing Bridge to your right.",-38.1117807,147.04787818
2458,2458,208,Revegetation of the Sanctuary,Indigenous tree planting has been completed by local primary school children and Wellington Shire Council staff.,-38.11102883,147.04593089
2459,2459,208,Superb Fairywren ,The Superb Fairywren feasts on insects. The males are bright blue while female are brown.,-38.11051992,147.04661957
2460,2460,208,Eastern Yellow robin,The Eastern Yellow Robin is a common resident of Herb Guyatt Sanctuary which hunts insects. ,-38.11075165,147.04516311
2461,2461,208,Azure Kingfisher,The Azure Kingfisher eats small fish and yabbies. You may see it as it darts between trees. ,-38.11138283,147.04775375
2462,2462,209,Lush Forest,"As you leave Mirboo North, you pass over some massive embankments and travel through a mix of remnant temperate rainforest and dry schlerophyll forest.",-38.39942667,146.17261076
2463,2463,209,The Darlimurla Station & Picnic Rotunda,A great place to stop to learn more about the rail trail through interpretative signage as well as finding remnants of the brick kiln used to create numerous culverts along the line.,-38.37012719,146.20590717
2464,2464,209,Cartwrights Bridge,A spectacular crossing over the wetlands of the Little Morwell River might entice you to take a break at the picnic table to watch out for an abundance of birdlife.,-38.37710454,146.24027538
2465,2465,209,Post-fire forest regeneration,This part of the trail has rebounded magnificently from the damage caused by the 2009 bushfires.,-38.37897978,146.2412796
2466,2466,209,Cows in the reeds,"Signs of farming appear along the trail, especially when you come across a herd of cows munching on the tasty greens of the wetland reeds.",-38.38148743,146.24273014
2467,2467,209,The Rolling Hills,"The Strezlecki Mountains became known by European settlers as “The Heartbreak Hills"" due to the difficulty of eking a living from the steep, thickly forested, often sodden and remote country.",-38.38289698,146.24358845
2468,2468,209,Daisies in the meadow,"Close to Boolarra is a lovely stretch of meadow, filled with wild flowers and swathes of daisies.",-38.38486559,146.24592304
2469,2469,209,Welcome to Boolarra,"The old pylons of the railway are used as an archway as you enter Railway Park. As you approach, look for the interesting and historically significant brick drainage culverts under the trail.",-38.37871182,146.27389312
2470,2470,210,Playground,Start from the play ground south of Heidelberg round and east of Westfied reserve. Walk West along the asphalt path  avoiding left turns down the hill.,-37.78449085,145.01365896
2471,2471,210,Turn right here,Turn right just after the oval onto a concrete path (POI 2) between the oval and building. Cross Yarra Bend Road (a very small road) and follow the path south along Merri Creek. ,-37.78565442,145.01156846
2472,2472,210,Viewing platform,A nice spot to stop for a picnic or to enjoy the view.,-37.7904393,145.00787973
2473,2473,210,Path towards the city,This (POI 3) is my preferred path into the city.  You can then take Roseneath Street West which is quite pleasant. ,-37.79346204,145.0029711
2474,2474,210,Bridge over the highway,"The second option (POI 4) appears preferable - you don't have to cross Alexander Pde, and you spend more time on park, but can be jarring once you reach Hoddle Street.",-37.79579692,145.00170517
2475,2475,211,The Rushes,Simply gorgeous parkland full of native plants and grasses. It also has an outdoor gym. Stop here to listen to the sound of twittering birds. Very relaxing!,-37.84383378,144.6527661
2476,2476,211,Bottle brushes,"Bianca Boulevard's median strip is planted with flowering bottle brushes, which when in bloom, look spectacular.",-37.84359048,144.65346719
2477,2477,211,The Ruins - Davis Park Heritage Area,"Here lie the remains of a blue stone cottage built by the Davis family in the 1850s. There used to be a cellar, dairy, irrigation channels, wells and more.  See boards for more information.",-37.84120851,144.65319191
2478,2478,211,Orchard,"Look closely and you'll find various fruiting trees, including lemon, apple and olives. The park also has a cricket pitch outdoor gym, BBQ, seats and shelter.",-37.84108908,144.65336
2479,2479,211,Moorookyle Avenue Park,This park has lots of seats and a fabulous playground. It's right next to the Moorookyle Country Club though entry is limited to Moorooklye Estate residents only. ,-37.84210416,144.65674664
2480,2480,211,Davis Family Park,"This park has a variety of features for outdoor recreation - ovals, basketball, playground, outdoor gym and climbing frame.",-37.84095286,144.65904115
2481,2481,211,Birds of paradise,Davis Family Park has fabulous plants that are colourful and unusual.,-37.84086311,144.65938967
2482,2482,212,Map of Rowville in 1981,The Knox Historical Society have included a map of the Rowville area from 1981. For more information on the History of Knox see the link below. ,-37.92930524,145.233736
2483,2483,212,Emerson Place Reserve ,The walk begins at Emerson Place Reserve across the road from the Wellington Village Shopping Centre. ,-37.92849448,145.2503376
2484,2484,212,Emerson Place Reserve Playground,Enjoy time with family at the Emerson Place Reserve Playground. Knox Council has  over 200 play spaces in parks and reserves.,-37.92864502,145.25009601
2485,2485,212,Outdoor Gym ,"The first outdoor gym in the City of Knox is now ready for everyone to use, for free! The outdoor gym consists of four separate stations in an easily accessible circuit. See website below for details.",-37.92879035,145.24987407
2486,2486,212,Liberty Avenue Reserve shared path ,"Follow the shared path toward Liberty Avenue Reserve. Knox has more than 100kms of shared paths that connect with major parks, reserves, schools and shopping precincts. ",-37.93047565,145.24612056
2487,2487,212,Outdoor Gym ,The next outdoor gym station at Jackie Close Reserve features a body dip station and two sit up benches. ,-37.92938483,145.24874337
2488,2488,212,Outdoor Gym,"The next outdoor gym station at Liberty Avenue near Magdalena Place consists of step ups, pull ups, leg raises and a stretch station. ",-37.9308535,145.24515867
2489,2489,212,Outdoor Gym,"The Liberty Avenue outdoor gym consists of a body twist, multi bars, eliptical trainer and leg press. It also features a set of instuctions on how to use the equipment. ",-37.93079333,145.24073639
2490,2490,212,Liberty Avenue Reserve Playground,Enjoy time with family at the Liberty Avenue Reserve Playground.,-37.93099635,145.2417372
2491,2491,212,Liberty Avenue tennis and basketball courts,Enjoy a game of tennis or basketball at the public courts located at Liberty Avenue Reserve. Knox City Council provides a wide range of leisure and recreation facilities and programs.,-37.93083302,145.24454761
2492,2492,213,Track sign and No. 5 Brace,"The building in the distance was a sorting plant for the coal, operating from 1909 to 1968. For hundreds of 14 year old boys this was their first place of work as they picked stones out of the coal.",-38.60686452,145.57361102
2493,2493,213,Pioneer Mines Area ,"This is where it all began. Mining commenced in 1909, producing 780,000 tons before closing in 1914. Underground workings were very shallow, evident by the depressions in this area.",-38.60625701,145.57318211
2494,2494,213,Overgrown path,"Keep a lookout for this sign post. The red arrow points right, so take this short but narrow and overgrown path.",-38.60538506,145.57114363
2495,2495,213,Fallen tree branch,You may encounter a natural obstacle on this track as it takes you into the heart of the heathland. ,-38.60544533,145.57073053
2496,2496,213,Western Area Haulage Line ,A 3km rail track where skips were hauled overland by cable. Have a look for the cable on the ground. Pine trees line both sides of the track.,-38.60072044,145.56426959
2497,2497,213,Baxters Beach track ,After you cross the road there is an option to walk to Baxters Beach. The red track to Baxters Wetland is clearly signed and heads to the right.,-38.60078209,145.56194795
2498,2498,213,Nos. 9 and 10 shafts,Together these mines covered an area of almost 200 hectares. Thats 160 underground cricket grounds! The coal has gone but this concrete shaft remains.,-38.60592563,145.56316571
2499,2499,213,Baxters Wetland and bird hide ,"Nesting boxes and permanent water make this a perfect home for many birds and water fowl. Watch out for Pacific Black Ducks, Purple Swamphens and White-faced Herons. ",-38.60761522,145.56266785
2500,2500,213,Campbell Street track entrance ,Leave the street and follow this gravel track back into the heathland. On the right is the Cinder Loop track which formed part of a horse drawn tramway used for transporting bricks.,-38.61006204,145.56988509
2501,2501,213,Tent Town ,The site where 12 miners first lived when the State Coal Mine opened in 1909. By mid 1910 the township of Wonthaggi was established with the construction of 100 miners' cottages. ,-38.6074505,145.57381517
2502,2502,214,"Amazing large mural by Smug, 2016","This is a massive and striking piece of art by artist Smug, of his own grandparents. ",-37.81488652,144.95320559
2503,2503,214,Uniacke Court - Art by Deb,"Some great pieces of art by Deb, a Melbourne artist now working in te US. Some of these are from at least 2010, but still look fresh.",-37.81536964,144.95476127
2504,2504,214,Dosa Corner - Indian restaurant,"As the name suggests, this place specialise in Dosa - thin, crispy pancakes served with a filling and a selection of tasty sauces to be mopped up. I can't go past a Masala Dosa - spicy potato filled. ",-37.81483567,144.95494366
2505,2505,214,Flagstaff Gardens,Melbourne's oldest park and a beautiful open space. So named as it was the site of a flagstaff erected in 1840 to allow the city to communicate with the port.,-37.81129272,144.95462179
2506,2506,214,Nomads back bar,"This alley was one of the locations of this years Meeting of Styles festival, an international street art event. This alley hosts artwork by Dvate, Adnate and French artist Choq.",-37.80982633,144.95744348
2507,2507,214,Muleta's cafe alleyway,"Another MOS site, this back alley is overflowing with brightly coloured and fun pieces of art, including some great paste up work. ",-37.80849554,144.95811939
2508,2508,214,Blender Lane artists studio,"A studio, hosting some of Melbourne's most up and coming and established artists , this lane is forever being added to and evolving. An excellent spot for stencil art. ",-37.80816496,144.95927811
2509,2509,214,Queen Victoria Market,Melbourne's most buzzing market - not open on Monday or Wednesday's though. Also open evenings with live music on some nights - check their website.,-37.80678327,144.95957315
2510,2510,215,Redleap Reserve Northern Playground,An adventure climbing playground close to the lake and picnic facilities,-37.66460717,145.06450323
2511,2511,215,Public Art Pieces,"You admire the public art, like 'Brolgas and Eggs' by artist Kevin Free
",-37.66470228,145.06437113
2512,2512,215,Redleap Reserve Nothern Picnic Structure,"Facilities include seating, electric barbeques and cover structure",-37.66461951,145.06460135
2513,2513,215,Peter Hopper Lake,Peter Hopper Lake supports plenty of bird and animal life,-37.66527185,145.06405839
2514,2514,215,Hungry Ducks and Water Birds,Bring along some food for the birds if you enjoy getting surrounded by hundreds of hungry mouths,-37.66530835,145.06399783
2515,2515,215,The Stables Shopping Centre,This shopping centre has just about everything.,-37.66837386,145.06201311
2516,2516,215,St Francis of Assisi Primary School,There are plenty of quality primary schools in the local area,-37.66597687,145.05891628
2517,2517,215,Findon Primary School,There are plenty of quality primary schools in the local area,-37.6667736,145.05117215
2518,2518,215,Roycroft Kindergarten,Support your local childcare services by strengthening the concept of community ,-37.66769157,145.04797509
2519,2519,215,Roycroft Reserve,"Behind the the playground, you will find two football fields and connections to a greater network of walking paths",-37.66793967,145.04763363
2520,2520,215,Mimosa Park,"A fantastic setup for a park. Barbeques, full-size basketball court, plenty of open space, playground and plenty of paths for the kids on scooter to roar around on",-37.67454978,145.05646252
2521,2521,215,Mimosa Park,Have a shoot around or challenge others to a game,-37.67450574,145.05661199
2522,2522,215,Mill Park Primary School,Mill Park Primary School supports walking and safe routes around schools,-37.67478341,145.06556601
2523,2523,215,Safe Routes to School,These recommended crossing points not only educate kids about road safety but show drivers that there could be children crossing also,-37.67478561,145.06522536
2524,2524,215,Mill Park Community Centre,"This centre is used by senior groups, special interest groups and activity groups. Facilities include 5 rooms, kitchen and outdoor area.",-37.67490817,145.06693483
2525,2525,215,Mill Park Preschool,Another service in such close proximity to other community services,-37.67394162,145.06720466
2526,2526,215,Aquastyle Swim School,Learning to swim is a life-saving skill,-37.67404482,145.06716523
2527,2527,215,"Norparrin Centre, Dr Harry Jenkins Reserve and the Mill Park Tennis Club","The recreational opportunities are quite endless in the Mill Park area.
Norparrin is an Early Childhood Intervention Centre, providing services to children with developmental delay or disabilities.",-37.67111144,145.06481537
2528,2528,216,Native grasses and billabong,View across the billabong to Papillon Parade. ,-37.84690247,144.65311016
2529,2529,216,Playground and outdoor gym,There are also seats and a BBQ. ,-37.84586201,144.65338815
2530,2530,216,Farfalla  Way Park,"A you-beaut playground, with BBQ, water fountain, basketball half-court, seats and shelter. A perfect place for a rest, picnic or family get together.",-37.84764853,144.6660003
2531,2531,217,Overlook of Playground Reserve,"This is a very nice overview look of the playground reserve in the park which includes plenty of playground equipment, free public sheltered barbeque, bins, nicely cut grass and water fountains.",-37.71035845,145.04567862
2532,2532,217,Oval,One of the best ovals around. This one looks very nice and green with very finely cut grass. Looking good for ball games and running.,-37.70676286,145.05099265
2533,2533,217,Bundoora Homestead Art Centre,This art centre is a historic house gallery with a cafe and free admission. The front garden looks amazing.  ,-37.70536269,145.04971913
2534,2534,217,Beautiful looking house,This house or mansion was the finest looking in my opinion out of the already nice looking houses in the street and area. I thought it was a hotel.,-37.70331769,145.0464647
2535,2535,217,Electric towers,Two electric towers located close-by the hill just on the edge.,-37.70103858,145.04761143
2536,2536,217,Mount Cooper scenery view,A very nice distant outlook from the top of the hill. A lot can be seen from here. It's 137 meters above sea level- the highest point in Melbourne's metro area.,-37.70086399,145.04738239
2537,2537,217,Lake,"This lake (or pond) had many ducks swimming in it. The bench there was great for sitting down, relaxing, and seeing the ducks.",-37.70752911,145.045259
2538,2538,217,Electric towers,Two big electric towers close-by the hill just on the edge.,-37.70076424,145.04759852
2539,2539,218,Information Hut,At the day car park there is an information hut with toilets and a big map to help you find your way.,-37.0225088,147.23951268
2540,2540,218,Map of Dinner Plain Village and walking tracks,"This walk goes through the Alpine bog reserve, onto the red lined 4WD track then to Charmichael Falls.",-37.02254089,147.23950182
2541,2541,218,Playgound and picnic area,"Right next to the information hut and sign posts is a playground, giant chess board and picnic tables.",-37.02255448,147.23949722
2542,2542,218,Vehical access  track,This track loops the village and takes you to the start of the Charmichael Falls track.,-37.0250011,147.23662628
2543,2543,218,Fallen Tree,Much of this area was cleared to make a fire break to protect the village from the 2012 summer bushfires.,-37.02731057,147.23866224
2544,2544,218,Start of the Charmichael Falls track,Look out for this sign on your right and follow this path.,-37.02853942,147.23968655
2545,2545,218,Track markers,Look out for these orange markers hanging on the tree trunks to guide your way.,-37.0285839,147.23962371
2546,2546,218,Natures colours,The colors of nature change with the seasons.,-37.02863416,147.23955272
2547,2547,218,Secret falls,Look out for the unmarked fork in the path leading down to another mini falls. ,-37.02885975,147.23923407
2548,2548,218,Mini falls,The fresh snowy water making it's way down the mountain.,-37.02889797,147.23918009
2549,2549,218,Hazard,"There can be water on the track in places.
",-37.02906536,147.23894446
2550,2550,218,Alpine beauty,The highland scenery.,-37.02912754,147.23885693
2551,2551,218,Alpine Bog track,Turn around here so you can take note of the entrance to the Alpine Bog track on your return.,-37.02470085,147.23666082
2552,2552,218,Zig- Zac down the mountain,The track cuts back and forth down this steep section to the viewing platform.,-37.0293887,147.23849147
2553,2553,218,Viewing platform,Just a little way further down the track is this viewing platform.,-37.02955567,147.23825598
2554,2554,218,Charmichael Falls,As seen from the viewing platform.,-37.02961448,147.23817303
2555,2555,218,Tree tops view,From the viewing platform you can see for miles over the undulating mountains and tree tops.,-37.02968197,147.23807842
2556,2556,218,Alpine Bog Reserve,Turn off to your left and follow the track through this permanently wet area which supports rare flora and fauna. ,-37.02397857,147.23680615
2557,2557,219,Hidden Grove wetlands,"There are several ways to access these wetlands, best to jump in and start exploring.",-38.00652477,145.15954306
2558,2558,219,Keep your eyes open,"Even a bird this small can catch your attention! This fella was chatty and chirpy, posing for a photograph.",-38.00645091,145.15886343
2559,2559,219,Pencil Park playground,Look out for the towering pencils in different colours. The playground nearby is great fun too. ,-38.00644309,145.15846968
2560,2560,219,Covered BBQ facilities,"With the playground nearby and so many walking paths on the horizon, this is a handy spot to have a picnic or bbq and let the little ones play.",-38.00644309,145.15829802
2561,2561,219,Keysborough Golf Club,"Walk along the south perimeter of the parklands, you'll spot the lush greens that belong to Keysborough Golf Club. Follow this path along until you reach the start of the next wetland area.",-38.00675013,145.15422363
2562,2562,219,Tatterson Park wetlands,"As you wander through the Tatterson Park wetlands, envious of the homes on either side, look for other homes of the watery variety. A family of black swans have taken up residence here.",-38.00615567,145.15119553
2563,2563,219,Chirpy residents,"As you walk, see if you can spot some of the native birds in the area. Black swans are easier to see than some of the smaller varieties. While others are louder than most!",-38.00335135,145.15157409
2564,2564,219,Blue sky view,A footbridge in the centre of the park offers a sweeping view of the wetlands.,-38.00073954,145.15431533
2565,2565,219,Springers Leisure Centre,"This is the perfect spot for an air-conditioned rest, a cuppa and snack. You might even shoot some hoops while you're here!",-37.99612249,145.15448511
2566,2566,219,Beautiful walking trails,"Be sure to wear a hat on sunny days. While there are trees closer to the woodland area, it's pretty steamy in full sun along the wetlands walking track.",-37.99810931,145.15256538
2567,2567,219,Tatterson Park Community Sporting Complex,"You can't see it right now, but if you look south to the two ovals in the distance, that's where a brand new sporting complex is set to be built in 2016. Stay tuned!",-37.99665889,145.15533026
2568,2568,219,World of Insects,"Quite possibly the cutest playground in the world, this one features ladybugs, ants, beehives and a giant magnifying glass! The design was chosen by the community and has an environmental theme.",-37.99757938,145.15643416
2569,2569,219,Arachnophobes beware...,Just joking. These spiders are for climbing on! Bugs too. Another aspect of the World of Insects playground in Tattersons Park. Not everything's cute it seems.,-37.99781814,145.15667993
2570,2570,219,20-hectare woodlands,"Maurie Jarvis Woodland is named after a councilor and three-time local mayor who had a passion for native trees and their preservation. More than 20,000 indigenous trees were planted here in 2005.",-37.99836315,145.15710091
2571,2571,219,Transition into wetlands,It's here on the edge of the woodlands that the wetlands begin. A stunning transition.,-37.99897683,145.15757494
2572,2572,219,One of many playgrounds,This playground is closest to Lake View Boulevard. There's a big tree nearby and a duck colony too.,-37.99868815,145.15245294
2573,2573,219,Distinctly different wetland,"Cafardi Boulevard offers a different style of wetlands, at first, as it moves away from the rich woodland of Tatterson Park. Follow the street to reach Hidden Grove.",-38.00029029,145.15959066
2574,2574,220,Dunolly Town Hall,It was the original County Court from 1884 swapped functions and became the Dunolly Town Hall in 1890.,-36.85990955,143.73202533
2575,2575,220,Dunolly Museum,"Dunolly Museum is home to the anvil that the world's largest nugget (69kg), 'The Welcome Stranger', was cut up on in 1896.",-36.86014884,143.73225063
2576,2576,220,Original streetscape showing Coach Office and Billiards buildings,Original streetscape showing Coach Office and Billiards buildings and part of TP Daly General Merchant.,-36.859637,143.73187244
2577,2577,220,Dunolly Post Office 1892,The Dunolly Post Office was built in 1891 with the clock installed in 1949 as a Second World War memorial as well as the soldiers plaque in the front wall.,-36.85895241,143.73129442
2578,2578,220,London Chartered Bank,‘The Welcome Stranger’ nugget was brought to Dunolly to be sold at the London Chartered Bank in Broadway. The building is now a private residence.,-36.85884189,143.73091891
2579,2579,220,McBrides Ironmonger,"The two-storey ironmongery shop and dwelling was built in 1863 by Peter and Catherine McBride, who came to Dunolly from Scotland in 1857.",-36.85793838,143.73002976
2580,2580,220,Footers Mansion 1865,"Once a privately-owned grand house, it is now a B&B.",-36.85502285,143.72762918
2581,2581,220,Dunolly Uniting Church,One of the few buildings in Dunolly that hasn't changed its use!,-36.85708316,143.73101413
2582,2582,220,Wesleyan Jubilee Sabbath School 1886,A very grand building that is now used as an op shop.,-36.85682777,143.73122871
2583,2583,220,Belleville 1869,"Owned by politician James Bell and designed by a local store keeper, Thomas Tyrer.",-36.85716686,143.73268515
2584,2584,220,Original Dunolly Town Hall 1862,"The town hall was complete with a public library and reading room, as well as council chamber and offices.",-36.85755745,143.73301774
2585,2585,220,Lock Up 1863,The Lock Up was built as one of the police and court buildings on the government and legal precinct on Market Street. It was used until the Dunolly Court closed in 1981.,-36.8578343,143.73334497
2586,2586,220,Police Station 1958,This is an example of a typical 1950s standard rural area police station.,-36.85806178,143.73352468
2587,2587,220,Land Titles Office,It was also a Postal and Telegraph Office 1872-91,-36.85844593,143.73381168
2588,2588,220,Post Office,Lands and Survey Office 1861,-36.85888374,143.73416036
2589,2589,220,"First Court House, County Court 1858",The former County Court House was constructed of coursed bluestone by James Nichols. It is now a Masonic Temple.,-36.85753599,143.73492479
2590,2590,220,Chauncy Cottage 1859,Chauncy was District Surveyor from 1861,-36.85699946,143.73557925
2591,2591,221,Noisy Miner,"Not to be confused with the Common Myna, the native Noisy Miners assist each other to raise their young.  They form large groups and actively defend their territory.",-37.99640821,145.13152657
2592,2592,221,Heathlands,The last section of the walk winds along the edge of beautiful native heathland that supports a wide variety of fauna. A large section of heathland is fenced off for conservation.,-37.99401608,145.13175172
2593,2593,221,Wooden Sculptures,Just as you set out on the walk you will pass by two beautiful new sculptures of native fauna.  ,-37.992288,145.12553314
2594,2594,221,The track,The track is very level and well maintained throughout.  Just make sure you have brought a hat for sunny days.,-38.00221612,145.12583256
2595,2595,221,The Bird Hide,The bird hide gives you the opportunity to watch birdlife undisturbed in their natural habitat. An information board contains pictures and names of all the bird species you might see.,-38.00266486,145.12586654
2596,2596,221,Great Egret,"There is a lot of birdlife living among the wetlands including the Great Egret (pictured), Australian Wood Ducks, Black Swans, Pelicans and many more.",-38.0053272,145.12694836
2597,2597,221,Shared path,You might meet the occasional cyclist traversing through the park at a very relaxed pace.,-38.00562481,145.12760882
2598,2598,221,Salinity and Trees,When salty groundwater comes to the surface it can be too much for some trees as this group demonstrates.  Rangers and volunteers are planting thousands of trees to keep the groundwater low.,-38.00708688,145.12960099
2599,2599,221,Kangaroo Apple,"The Kangaroo Apple adds a wonderful splash of colour to the park when in bloom.  The fruits were eaten by Aboriginal people, but only when very ripe, as they are poisonous at other times.",-38.00283588,145.13262886
2600,2600,221,Echidna,"If you hear a rustle in the grass it might be an Echidna out looking for lunch.  But if he hears you he will quickly try to hide.  If you see one, please keep your distance, they are very shy.",-38.00057422,145.13223363
2601,2601,222,Port of Echuca entrance,Port of Echuca entrance at the corner of Murray Esplanade and Leslie St,-36.12108323,144.74695077
2602,2602,222,Port of Echuca Information Centre,Port of Echuca Information Centre and the Bridge Hotel looking back.,-36.1200033,144.74668669
2603,2603,222,Emmylou paddlesteamer,Emmylou paddlesteamer,-36.11903559,144.74684179
2604,2604,222,Houseboats on the Murray River,Houseboats on the Murray River,-36.11859437,144.74657939
2605,2605,222,Boat ramp on the Murray River,Boat ramp on the Murray River,-36.11242353,144.7436614
2606,2606,222,Picnic table at the bend,Picnic table at the bend,-36.10884062,144.74332686
2607,2607,222,The Canberra on an outing,The Canberra on an outing,-36.10774622,144.74025415
2608,2608,222,Corella in a gumtree,Plenty of birdlife along the way including corellas.,-36.1096365,144.73643143
2609,2609,222,A spot of fishing?,A spot of fishing to while the time away.,-36.11114033,144.7340923
2610,2610,222,View through the bush to the river,View through the bush to the river,-36.11158481,144.73278464
2611,2611,222,Bush track,Bush track,-36.11182838,144.73210486
2612,2612,222,Speed boat at the junction of Murray and Campaspe Rivers,Speed boat at the junction of Murray and Campaspe Rivers,-36.11771144,144.72826445
2613,2613,222,Overlooking the Murray and Campaspe Rivers junction,Overlooking the Murray and Campaspe Rivers junction,-36.11827378,144.72737516
2614,2614,222,Bush track,Bush track,-36.11990961,144.72759884
2615,2615,222,Campaspe River,Campaspe River,-36.12127536,144.72998841
2616,2616,222,Exit the reserve on Crofton St,Exit the reserve on Crofton St,-36.11896137,144.73895014
2617,2617,222,Victoria Park Oval,"Victoria Park Oval, home of the Murray Bombers",-36.11781758,144.74111958
2618,2618,222,"Fountain, statues and the James Mackintosh Red Gum Trophy","Fountain, statues and the James Mackintosh Red Gum Trophy",-36.11684711,144.74289008
2619,2619,222,Riverboat Dock,Riverboat Dock,-36.11958698,144.7464531
2620,2620,223,Busy Balmoral and Buckingham streets,Although you have turned off the main road the action only seems to intensify as you are immediately surrounded by bustling people and shops.,-37.94950688,145.15141849
2621,2621,223,Springvale Market,"This huge market has a vast array of food options, it takes up most of the block between Buckingham, Windsor, St. Johns and Balmoral avenues. It is open from 10am to 6pm 7 days a week.",-37.95046364,145.15124286
2622,2622,223,Milan Teahouse,"Milan Tea House is tucked in a laneway between Springvale Rd and Buckingham Ave. It has a huge selection of Chinese teas. Purple clay, tea sets, hand craft and Chinese paintings.",-37.95119864,145.15181615
