,index,osm_type,osm_id,lat,lng,name,full_name
792,792,,,,,,
793,793,,,,,,
794,794,,,,,,
795,795,,,,,,
796,796,,,,,,
797,797,node,537391493.0,-37.8496416,144.9931092,Prahran Library,"Prahran Library, Greville Street, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia"
798,798,,,,,,
799,799,,,,,,
800,800,,,,,,
801,801,,,,,,
802,802,,,,,,
803,803,,,,,,
804,804,,,,,,
805,805,,,,,,
806,806,,,,,,
807,807,,,,,,
808,808,,,,,,
809,809,,,,,,
810,810,,,,,,
811,811,,,,,,
812,812,,,,,,
813,813,,,,,,
814,814,,,,,,
815,815,,,,,,
816,816,,,,,,
817,817,,,,,,
818,818,,,,,,
819,819,,,,,,
820,820,,,,,,
821,821,,,,,,
822,822,,,,,,
823,823,,,,,,
824,824,,,,,,
825,825,,,,,,
826,826,,,,,,
827,827,,,,,,
828,828,,,,,,
829,829,,,,,,
830,830,,,,,,
831,831,,,,,,
832,832,,,,,,
833,833,,,,,,
834,834,,,,,,
835,835,,,,,,
836,836,,,,,,
837,837,,,,,,
838,838,,,,,,
839,839,,,,,,
840,840,way,19791804.0,-37.9514078,145.2976907,Lake track,"Lake track, Lysterfield, Melbourne, Shire of Yarra Ranges, Victoria, 3804, Australia"
841,841,way,46919139.0,-37.957279,145.303065,Mahogany Track,"Mahogany Track, Lysterfield, Melbourne, Shire of Yarra Ranges, Victoria, 3804, Australia"
842,842,,,,,,
843,843,,,,,,
844,844,,,,,,
845,845,,,,,,
846,846,,,,,,
847,847,,,,,,
848,848,,,,,,
849,849,,,,,,
850,850,,,,,,
851,851,,,,,,
852,852,,,,,,
853,853,node,1436165861.0,-38.8532627,143.5442501,Crayfish Bay,"Crayfish Bay, Shire of Colac Otway, Victoria, Australia"
854,854,,,,,,
855,855,,,,,,
856,856,,,,,,
857,857,,,,,,
858,858,,,,,,
859,859,way,33297833.0,-37.791145349999994,144.92396947665117,Women's Peace Garden,"Women's Peace Garden, Kensington, Melbourne, City of Melbourne, Victoria, 3031, Australia"
860,860,,,,,,
861,861,,,,,,
862,862,,,,,,
863,863,,,,,,
864,864,,,,,,
865,865,,,,,,
866,866,way,317310595.0,-37.793752299999994,144.92377279701142,Bayswater Road Park,"Bayswater Road Park, Kensington, Melbourne, City of Melbourne, Victoria, 3031, Australia"
867,867,,,,,,
868,868,,,,,,
869,869,,,,,,
870,870,,,,,,
871,871,,,,,,
872,872,,,,,,
873,873,,,,,,
874,874,,,,,,
875,875,node,1439321290.0,-37.89965,145.5753583,Kurth Kiln Picnic Area,"Kurth Kiln Picnic Area, Kurth Kiln Track, Gembrook, Melbourne, Shire of Cardinia, Victoria, Australia"
876,876,,,,,,
877,877,,,,,,
878,878,,,,,,
879,879,,,,,,
880,880,,,,,,
881,881,,,,,,
882,882,,,,,,
883,883,,,,,,
884,884,,,,,,
885,885,,,,,,
886,886,,,,,,
887,887,,,,,,
888,888,,,,,,
889,889,,,,,,
890,890,,,,,,
891,891,,,,,,
892,892,,,,,,
893,893,,,,,,
894,894,,,,,,
895,895,,,,,,
896,896,,,,,,
897,897,,,,,,
898,898,relation,2068542.0,-33.8485877,151.21247359977522,Bradfield Park,"Bradfield Park, Milsons Point, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2061, Australia"
899,899,,,,,,
900,900,,,,,,
901,901,,,,,,
902,902,way,4331551.0,-33.8443472,151.214779914126,Milson Park,"Milson Park, Kirribilli, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2061, Australia"
903,903,way,207299874.0,-33.8497984,151.2139488148457,Jeffrey St Wharf,"Jeffrey St Wharf, Jefferys Street, Kirribilli, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2061, Australia"
904,904,,,,,,
905,905,way,23287160.0,-33.851008050000004,151.21956949988913,Lady Gowrie Lookout,"Lady Gowrie Lookout, Kirribilli, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2061, Australia"
906,906,,,,,,
907,907,,,,,,
908,908,relation,2916623.0,-33.8472912,151.20979786403075,Luna Park,"Luna Park, 1, Olympic Drive, Milsons Point, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2061, Australia"
909,909,,,,,,
910,910,way,73551128.0,-33.843873,151.2082318770088,Wendy Whiteley's Garden,"Wendy Whiteley's Garden, Lavender Street, Lavender Bay, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2060, Australia"
911,911,relation,7324151.0,-36.7464978,144.2913270586572,Lake Weeroona,"Lake Weeroona, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
912,912,relation,7324151.0,-36.7464978,144.2913270586572,Lake Weeroona,"Lake Weeroona, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
913,913,way,289172814.0,-36.760064799999995,144.2740327337554,Sacred Heart Cathedral,"Sacred Heart Cathedral, MacKenzie Street, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
914,914,way,838398547.0,-36.75936215,144.28028899020384,Myer,"Myer, 38, Pall Mall, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
915,915,,,,,,
916,916,,,,,,
917,917,,,,,,
918,918,,,,,,
919,919,,,,,,
920,920,,,,,,
921,921,,,,,,
922,922,,,,,,
923,923,,,,,,
924,924,,,,,,
925,925,,,,,,
926,926,,,,,,
927,927,,,,,,
928,928,,,,,,
929,929,,,,,,
930,930,,,,,,
931,931,,,,,,
932,932,,,,,,
933,933,,,,,,
934,934,,,,,,
935,935,,,,,,
936,936,,,,,,
937,937,,,,,,
938,938,,,,,,
939,939,,,,,,
940,940,,,,,,
941,941,,,,,,
942,942,,,,,,
943,943,,,,,,
944,944,,,,,,
945,945,,,,,,
946,946,,,,,,
947,947,,,,,,
948,948,,,,,,
949,949,,,,,,
950,950,,,,,,
951,951,,,,,,
952,952,way,25467961.0,-37.806999399999995,144.9569322479119,Queen Victoria Market,"Queen Victoria Market, Victoria Street, Melbourne, City of Melbourne, Victoria, 3000, Australia"
953,953,,,,,,
954,954,,,,,,
955,955,,,,,,
956,956,,,,,,
957,957,,,,,,
958,958,way,25467961.0,-37.806999399999995,144.9569322479119,Queen Victoria Market,"Queen Victoria Market, Victoria Street, Melbourne, City of Melbourne, Victoria, 3000, Australia"
959,959,,,,,,
960,960,,,,,,
961,961,,,,,,
962,962,,,,,,
963,963,,,,,,
964,964,,,,,,
965,965,,,,,,
966,966,,,,,,
967,967,,,,,,
968,968,,,,,,
969,969,,,,,,
970,970,,,,,,
971,971,,,,,,
972,972,relation,9216331.0,-37.747618149999994,144.2698778160718,Brisbane Ranges National Park,"Brisbane Ranges National Park, Staughton Vale, City of Greater Geelong, Victoria, Australia"
973,973,relation,9216331.0,-37.747618149999994,144.2698778160718,Brisbane Ranges National Park,"Brisbane Ranges National Park, Staughton Vale, City of Greater Geelong, Victoria, Australia"
974,974,,,,,,
975,975,relation,9216331.0,-37.747618149999994,144.2698778160718,Brisbane Ranges National Park,"Brisbane Ranges National Park, Staughton Vale, City of Greater Geelong, Victoria, Australia"
976,976,,,,,,
977,977,,,,,,
978,978,,,,,,
979,979,way,222608315.0,-34.18488225,142.16066220415223,Langtree Mall,"Langtree Mall, Mildura, Rural City of Mildura, Victoria, 3500, Australia"
980,980,,,,,,
981,981,,,,,,
982,982,,,,,,
983,983,,,,,,
984,984,,,,,,
985,985,way,579485279.0,-34.1764455,142.16116276960724,Rio Vista Park,"Rio Vista Park, Mildura, Rural City of Mildura, Victoria, 3500, Australia"
986,986,,,,,,
987,987,,,,,,
988,988,,,,,,
989,989,way,1168157799.0,-34.17813405,142.16094503843408,Mildura Bowls Club,"Mildura Bowls Club, 176, Cureton Avenue, Mildura, Rural City of Mildura, Victoria, 3500, Australia"
990,990,way,295344837.0,-34.1799862,142.1625155293292,Jaycee Park,"Jaycee Park, Mildura, Rural City of Mildura, Victoria, 3500, Australia"
991,991,,,,,,
992,992,,,,,,
993,993,,,,,,
994,994,,,,,,
995,995,way,76027059.0,-35.03291,141.71258815401214,Lake Becking,"Lake Becking, Murray-Sunset, Rural City of Mildura, Victoria, 3490, Australia"
996,996,,,,,,
997,997,,,,,,
998,998,,,,,,
999,999,,,,,,
1000,1000,,,,,,
1001,1001,,,,,,
1002,1002,,,,,,
1003,1003,,,,,,
1004,1004,,,,,,
1005,1005,,,,,,
1006,1006,,,,,,
1007,1007,,,,,,
1008,1008,,,,,,
1009,1009,,,,,,
1010,1010,,,,,,
1011,1011,,,,,,
1012,1012,,,,,,
1013,1013,,,,,,
1014,1014,,,,,,
1015,1015,,,,,,
1016,1016,,,,,,
1017,1017,,,,,,
1018,1018,,,,,,
1019,1019,,,,,,
1020,1020,,,,,,
1021,1021,,,,,,
1022,1022,,,,,,
1023,1023,way,10848115.0,-37.837772,145.251053,Dandenong Creek Trail,"Dandenong Creek Trail, Bayswater, Melbourne, City of Knox, Victoria, 3153, Australia"
1024,1024,,,,,,
1025,1025,,,,,,
1026,1026,,,,,,
1027,1027,,,,,,
1028,1028,,,,,,
1029,1029,,,,,,
1030,1030,,,,,,
1031,1031,,,,,,
1032,1032,,,,,,
1033,1033,,,,,,
1034,1034,,,,,,
1035,1035,,,,,,
1036,1036,,,,,,
1037,1037,,,,,,
1038,1038,,,,,,
1039,1039,,,,,,
1040,1040,,,,,,
1041,1041,,,,,,
1042,1042,,,,,,
1043,1043,,,,,,
1044,1044,,,,,,
1045,1045,,,,,,
1046,1046,way,753467384.0,-37.9185768,145.24108766645566,Rowville Uniting Church,"Rowville Uniting Church, 64, Bridgewater Way, Peppertree Hill Retirement Village, Rowville, Melbourne, City of Knox, Victoria, 3178, Australia"
1047,1047,,,,,,
1048,1048,,,,,,
1049,1049,,,,,,
1050,1050,,,,,,
1051,1051,,,,,,
1052,1052,,,,,,
1053,1053,,,,,,
1054,1054,way,10563158.0,-38.4259308,146.5690129,Bulga Picnic Area Road,"Bulga Picnic Area Road, Balook, Shire of Wellington, Victoria, Australia"
1055,1055,way,332222970.0,-38.4257126,146.5724235,Corrigan Suspension Bridge,"Corrigan Suspension Bridge, Balook, Shire of Wellington, Victoria, Australia"
1056,1056,,,,,,
1057,1057,way,132071672.0,-37.8158164,145.22884626086196,Ringwood Railway Station,"Ringwood Railway Station, Maroondah Highway, Ringwood, Melbourne, City of Maroondah, Victoria, 3134, Australia"
1058,1058,,,,,,
1059,1059,,,,,,
1060,1060,,,,,,
1061,1061,way,11317431.0,-37.813169200000004,145.23678513683865,Ringwood Lake,"Ringwood Lake, Ringwood, Melbourne, City of Maroondah, Victoria, 3134, Australia"
1062,1062,,,,,,
1063,1063,,,,,,
1064,1064,,,,,,
1065,1065,,,,,,
1066,1066,,,,,,
1067,1067,,,,,,
1068,1068,,,,,,
1069,1069,,,,,,
1070,1070,way,838916091.0,-36.7610538,144.2772375,Oscars Walk,"Oscars Walk, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
1071,1071,way,838916091.0,-36.7610538,144.2772375,Oscars Walk,"Oscars Walk, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
1072,1072,node,6645713185.0,-36.7648042,144.2701916,Central Deborah Gold Mine,"Central Deborah Gold Mine, Creek Street North, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
1073,1073,,,,,,
1074,1074,way,865285918.0,-36.7689359,144.2642405,Golden Square Fire Station,"Golden Square Fire Station, 260, High Street, Golden Square, Bendigo, City of Greater Bendigo, Victoria, 3555, Australia"
1075,1075,,,,,,
1076,1076,,,,,,
1077,1077,,,,,,
1078,1078,way,193428466.0,-36.78362115,144.24492546183373,Cooinda Park,"Cooinda Park, Golden Square, Bendigo, City of Greater Bendigo, Victoria, 3550, Australia"
1079,1079,,,,,,
1080,1080,,,,,,
1081,1081,,,,,,
1082,1082,,,,,,
1083,1083,,,,,,
1084,1084,,,,,,
1085,1085,,,,,,
1086,1086,,,,,,
1087,1087,,,,,,
1088,1088,,,,,,
1089,1089,,,,,,
1090,1090,,,,,,
1091,1091,,,,,,
1092,1092,,,,,,
1093,1093,,,,,,
1094,1094,,,,,,
1095,1095,,,,,,
1096,1096,,,,,,
1097,1097,,,,,,
1098,1098,,,,,,
1099,1099,,,,,,
1100,1100,,,,,,
1101,1101,,,,,,
1102,1102,,,,,,
1103,1103,,,,,,
1104,1104,,,,,,
1105,1105,,,,,,
1106,1106,,,,,,
1107,1107,,,,,,
1108,1108,,,,,,
1109,1109,,,,,,
1110,1110,,,,,,
1111,1111,,,,,,
1112,1112,,,,,,
1113,1113,,,,,,
1114,1114,,,,,,
1115,1115,,,,,,
1116,1116,,,,,,
1117,1117,,,,,,
1118,1118,,,,,,
1119,1119,,,,,,
1120,1120,,,,,,
1121,1121,,,,,,
1122,1122,,,,,,
1123,1123,,,,,,
1124,1124,,,,,,
1125,1125,,,,,,
1126,1126,,,,,,
1127,1127,,,,,,
1128,1128,,,,,,
1129,1129,,,,,,
1130,1130,,,,,,
1131,1131,,,,,,
1132,1132,,,,,,
1133,1133,,,,,,
1134,1134,,,,,,
1135,1135,,,,,,
1136,1136,,,,,,
1137,1137,,,,,,
1138,1138,node,6968534702.0,-38.1484338,144.383496,Flying Foxes up above,"Flying Foxes up above, Eastern Park Circuit, East Geelong, Geelong, City of Greater Geelong, Victoria, 3219, Australia"
1139,1139,,,,,,
1140,1140,,,,,,
1141,1141,,,,,,
1142,1142,way,229384060.0,-38.14847265,144.37846573250283,Play Space,"Play Space, East Geelong, Geelong, City of Greater Geelong, Victoria, 3219, Australia"
1143,1143,way,49977799.0,-38.14995825,144.37782982971692,Geelong Botanic Gardens,"Geelong Botanic Gardens, Botanic Place, East Geelong, Geelong, City of Greater Geelong, Victoria, 3219, Australia"
1144,1144,,,,,,
1145,1145,,,,,,
1146,1146,,,,,,
1147,1147,,,,,,
1148,1148,,,,,,
1149,1149,,,,,,
1150,1150,,,,,,
1151,1151,,,,,,
1152,1152,,,,,,
1153,1153,,,,,,
1154,1154,,,,,,
1155,1155,,,,,,
1156,1156,,,,,,
1157,1157,,,,,,
1158,1158,,,,,,
1159,1159,,,,,,
1160,1160,,,,,,
1161,1161,,,,,,
1162,1162,,,,,,
1163,1163,,,,,,
1164,1164,,,,,,
1165,1165,,,,,,
1166,1166,,,,,,
1167,1167,,,,,,
1168,1168,,,,,,
1169,1169,,,,,,
1170,1170,,,,,,
1171,1171,,,,,,
1172,1172,,,,,,
1173,1173,,,,,,
1174,1174,,,,,,
1175,1175,,,,,,
1176,1176,,,,,,
1177,1177,,,,,,
1178,1178,,,,,,
1179,1179,,,,,,
1180,1180,,,,,,
1181,1181,,,,,,
1182,1182,,,,,,
1183,1183,,,,,,
1184,1184,,,,,,
1185,1185,,,,,,
1186,1186,,,,,,
1187,1187,,,,,,
1188,1188,,,,,,
1189,1189,,,,,,
1190,1190,,,,,,
1191,1191,,,,,,
1192,1192,,,,,,
1193,1193,,,,,,
1194,1194,,,,,,
1195,1195,,,,,,
1196,1196,,,,,,
1197,1197,,,,,,
1198,1198,,,,,,
1199,1199,,,,,,
1200,1200,,,,,,
1201,1201,,,,,,
1202,1202,,,,,,
1203,1203,,,,,,
1204,1204,,,,,,
1205,1205,,,,,,
1206,1206,,,,,,
1207,1207,,,,,,
1208,1208,,,,,,
1209,1209,way,277584589.0,-37.642969449999995,145.0629615974494,Foothills Park,"Foothills Park, Epping, Melbourne, City of Whittlesea, Victoria, Australia"
1210,1210,,,,,,
1211,1211,,,,,,
1212,1212,,,,,,
1213,1213,,,,,,
1214,1214,,,,,,
1215,1215,,,,,,
1216,1216,,,,,,
1217,1217,,,,,,
1218,1218,,,,,,
1219,1219,,,,,,
1220,1220,,,,,,
1221,1221,,,,,,
1222,1222,,,,,,
1223,1223,node,4731697241.0,-36.7226557,142.2023736,Horsham War Memorial,"Horsham War Memorial, Memorial Drive, Horsham, Rural City of Horsham, Victoria, 3400, Australia"
1224,1224,,,,,,
1225,1225,,,,,,
1226,1226,,,,,,
1227,1227,,,,,,
1228,1228,,,,,,
1229,1229,,,,,,
1230,1230,way,151323349.0,-37.9673923,146.97225672675455,Macalister River Park,"Macalister River Park, Maffra, Shire of Wellington, Victoria, Australia"
1231,1231,,,,,,
1232,1232,,,,,,
1233,1233,,,,,,
1234,1234,,,,,,
1235,1235,,,,,,
1236,1236,,,,,,
1237,1237,,,,,,
1238,1238,,,,,,
1239,1239,,,,,,
1240,1240,,,,,,
1241,1241,,,,,,
1242,1242,,,,,,
1243,1243,,,,,,
1244,1244,way,25467962.0,-37.8069165,144.95894889136733,Queen Victoria Market,"Queen Victoria Market, I Shed, Melbourne, City of Melbourne, Victoria, 3000, Australia"
1245,1245,,,,,,
1246,1246,,,,,,
1247,1247,,,,,,
1248,1248,,,,,,
1249,1249,,,,,,
1250,1250,,,,,,
1251,1251,,,,,,
1252,1252,way,1054956687.0,-37.8159178,144.9336316,Bolte Bridge,"Bolte Bridge, CityLink, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia"
1253,1253,,,,,,
1254,1254,,,,,,
1255,1255,,,,,,
1256,1256,way,106472437.0,-37.81186595,144.93760163026374,Melbourne Star Observation Wheel,"Melbourne Star Observation Wheel, Observation Drive, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia"
1257,1257,,,,,,
1258,1258,,,,,,
1259,1259,,,,,,
1260,1260,,,,,,
1261,1261,,,,,,
1262,1262,,,,,,
1263,1263,,,,,,
1264,1264,,,,,,
1265,1265,,,,,,
1266,1266,way,28847372.0,-36.0101666,136.735489,Cape Du Couedic Road,"Cape Du Couedic Road, Flinders Chase, Kangaroo Island Council, South Australia, 5223, Australia"
1267,1267,,,,,,
1268,1268,node,5152755708.0,-36.0380123,136.8152332,Cape Younghusband,"Cape Younghusband, Karatta, Kangaroo Island Council, South Australia, 5223, Australia"
1269,1269,way,367790802.0,-36.01630445,136.85247373082038,Hanson Bay,"Hanson Bay, Karatta, Kangaroo Island Council, South Australia, 5223, Australia"
1270,1270,way,374637313.0,-36.0000517,136.88604322120636,Grassdale Lagoon,"Grassdale Lagoon, Karatta, Kangaroo Island Council, South Australia, 5223, Australia"
1271,1271,,,,,,
1272,1272,,,,,,
1273,1273,,,,,,
1274,1274,,,,,,
1275,1275,,,,,,
1276,1276,,,,,,
1277,1277,,,,,,
1278,1278,,,,,,
1279,1279,,,,,,
1280,1280,,,,,,
1281,1281,,,,,,
1282,1282,,,,,,
1283,1283,,,,,,
1284,1284,,,,,,
1285,1285,,,,,,
1286,1286,,,,,,
1287,1287,,,,,,
1288,1288,,,,,,
1289,1289,,,,,,
1290,1290,,,,,,
1291,1291,,,,,,
1292,1292,,,,,,
1293,1293,,,,,,
1294,1294,,,,,,
1295,1295,,,,,,
1296,1296,,,,,,
1297,1297,,,,,,
1298,1298,,,,,,
1299,1299,,,,,,
1300,1300,,,,,,
1301,1301,,,,,,
1302,1302,way,1233464394.0,-37.24634225,144.45079800000002,Our Lady of the Rosary,"Our Lady of the Rosary, Hutton Street, Kyneton, Shire of Macedon Ranges, Victoria, 3444, Australia"
1303,1303,,,,,,
1304,1304,way,71284458.0,-37.24707515,144.45325584700134,Kyneton Town Hall,"Kyneton Town Hall, Hutton Street, Kyneton, Shire of Macedon Ranges, Victoria, 3444, Australia"
1305,1305,,,,,,
1306,1306,,,,,,
1307,1307,,,,,,
1308,1308,,,,,,
1309,1309,way,28482665.0,-37.92951525,145.45835439295774,Emerald Lake,"Emerald Lake, Nobelius Loop Track, Emerald, Melbourne, Shire of Cardinia, Victoria, 3782, Australia"
1310,1310,,,,,,
1311,1311,node,3270393987.0,-37.9290366,145.4575664,Gus Ryberg Amphitheatre,"Gus Ryberg Amphitheatre, Emerald Lake Road, Emerald, Melbourne, Shire of Cardinia, Victoria, 3782, Australia"
1312,1312,,,,,,
1313,1313,,,,,,
1314,1314,,,,,,
1315,1315,,,,,,
1316,1316,,,,,,
1317,1317,,,,,,
1318,1318,,,,,,
1319,1319,way,333946191.0,-37.83850755,144.70010635865162,Alfred Park,"Alfred Park, Rose Grange, Tarneit, Melbourne, City of Wyndham, Victoria, 3029, Australia"
1320,1320,,,,,,
1321,1321,,,,,,
1322,1322,,,,,,
1323,1323,,,,,,
1324,1324,,,,,,
1325,1325,,,,,,
1326,1326,,,,,,
1327,1327,way,640451210.0,-37.843999100000005,144.69307120292552,Seasons Park,"Seasons Park, Seasons, Tarneit, Melbourne, City of Wyndham, Victoria, 3029, Australia"
1328,1328,,,,,,
1329,1329,,,,,,
1330,1330,,,,,,
1331,1331,,,,,,
1332,1332,,,,,,
1333,1333,,,,,,
1334,1334,,,,,,
1335,1335,,,,,,
1336,1336,,,,,,
1337,1337,,,,,,
1338,1338,,,,,,
1339,1339,,,,,,
1340,1340,,,,,,
1341,1341,,,,,,
1342,1342,,,,,,
1343,1343,,,,,,
1344,1344,,,,,,
1345,1345,,,,,,
1346,1346,,,,,,
1347,1347,,,,,,
1348,1348,,,,,,
1349,1349,way,25606281.0,-38.2160953,145.03474556652284,Mornington Park,"Mornington Park, Mornington, Melbourne, Shire of Mornington Peninsula, Victoria, 3931, Australia"
1350,1350,,,,,,
1351,1351,way,25606281.0,-38.2160953,145.03474556652284,Mornington Park,"Mornington Park, Mornington, Melbourne, Shire of Mornington Peninsula, Victoria, 3931, Australia"
1352,1352,,,,,,
1353,1353,,,,,,
1354,1354,,,,,,
1355,1355,,,,,,
1356,1356,,,,,,
1357,1357,,,,,,
1358,1358,,,,,,
1359,1359,,,,,,
1360,1360,,,,,,
1361,1361,,,,,,
1362,1362,,,,,,
1363,1363,,,,,,
1364,1364,,,,,,
1365,1365,,,,,,
1366,1366,,,,,,
1367,1367,,,,,,
1368,1368,,,,,,
1369,1369,,,,,,
1370,1370,way,1019962612.0,-38.2167009,145.0439874,Tanti Creek,"Tanti Creek, Mornington, Melbourne, Shire of Mornington Peninsula, Victoria, 3931, Australia"
1371,1371,,,,,,
1372,1372,,,,,,
1373,1373,way,839595954.0,-38.22180375,145.04258204425736,Mornington Primary School,"Mornington Primary School, 25, Vale Street, Mornington, Melbourne, Shire of Mornington Peninsula, Victoria, 3931, Australia"
1374,1374,,,,,,
1375,1375,,,,,,
1376,1376,,,,,,
1377,1377,,,,,,
1378,1378,,,,,,
1379,1379,,,,,,
1380,1380,,,,,,
1381,1381,,,,,,
1382,1382,,,,,,
1383,1383,,,,,,
1384,1384,,,,,,
1385,1385,,,,,,
1386,1386,,,,,,
1387,1387,,,,,,
1388,1388,,,,,,
1389,1389,way,522871929.0,-38.60415705,145.59090359874887,Apex Park,"Apex Park, Wonthaggi, Bass Coast Shire, Victoria, Australia"
1390,1390,node,3287241116.0,-38.6234403,145.5971878,State Coal Mine Cafe,"State Coal Mine Cafe, Dickson Street, Wonthaggi, Bass Coast Shire, Victoria, 3995, Australia"
1391,1391,node,6003564664.0,-37.7856515,145.0123632,Fairfield Amphitheatre,"Fairfield Amphitheatre, Fairfield Park Drive, Fairfield, Melbourne, City of Yarra, Victoria, 3070, Australia"
1392,1392,node,474793929.0,-37.7851623,145.0136098,Fairfield Boathouse,"Fairfield Boathouse, Fairfield Park Drive, Fairfield, Melbourne, City of Yarra, Victoria, 3070, Australia"
1393,1393,way,12398749.0,-37.786053,145.0143123,Fairfield Pipe Bridge,"Fairfield Pipe Bridge, Kew, Melbourne, City of Boroondara, Victoria, 3078, Australia"
1394,1394,,,,,,
1395,1395,,,,,,
1396,1396,,,,,,
1397,1397,,,,,,
1398,1398,,,,,,
1399,1399,,,,,,
1400,1400,,,,,,
1401,1401,,,,,,
1402,1402,,,,,,
1403,1403,,,,,,
1404,1404,,,,,,
1405,1405,,,,,,
1406,1406,,,,,,
1407,1407,,,,,,
1408,1408,,,,,,
1409,1409,,,,,,
1410,1410,,,,,,
1411,1411,,,,,,
1412,1412,,,,,,
1413,1413,,,,,,
1414,1414,,,,,,
1415,1415,,,,,,
1416,1416,,,,,,
1417,1417,,,,,,
1418,1418,,,,,,
1419,1419,,,,,,
1420,1420,,,,,,
1421,1421,,,,,,
1422,1422,,,,,,
1423,1423,,,,,,
1424,1424,,,,,,
1425,1425,,,,,,
1426,1426,,,,,,
1427,1427,,,,,,
1428,1428,,,,,,
1429,1429,node,657446997.0,-36.49488,144.6075801,Elmore,"Elmore, Northern Highway, Elmore, City of Greater Bendigo, Victoria, 3558, Australia"
1430,1430,,,,,,
1431,1431,way,700465418.0,-36.4950586,144.60856523778983,Victoria Hotel,"Victoria Hotel, Cardwell Street, Elmore, City of Greater Bendigo, Victoria, 3558, Australia"
1432,1432,way,51474050.0,-36.4956331,144.6093822,Cardwell Street,"Cardwell Street, Elmore, City of Greater Bendigo, Victoria, 3558, Australia"
1433,1433,,,,,,
1434,1434,,,,,,
1435,1435,way,127601827.0,-36.4972141,144.6082853,Michie Street,"Michie Street, Elmore, City of Greater Bendigo, Victoria, 3558, Australia"
1436,1436,,,,,,
1437,1437,,,,,,
1438,1438,,,,,,
1439,1439,way,43684020.0,-36.4943817,144.611833,Clarke Street,"Clarke Street, Elmore, City of Greater Bendigo, Victoria, 3558, Australia"
1440,1440,,,,,,
1441,1441,,,,,,
1442,1442,,,,,,
1443,1443,,,,,,
1444,1444,,,,,,
1445,1445,,,,,,
1446,1446,,,,,,
1447,1447,,,,,,
1448,1448,way,51474145.0,-36.4931573,144.6143884,Jeffrey Street,"Jeffrey Street, Elmore, City of Greater Bendigo, Victoria, 3558, Australia"
1449,1449,,,,,,
1450,1450,,,,,,
1451,1451,,,,,,
1452,1452,,,,,,
1453,1453,,,,,,
1454,1454,,,,,,
1455,1455,,,,,,
1456,1456,,,,,,
1457,1457,,,,,,
1458,1458,,,,,,
1459,1459,,,,,,
1460,1460,,,,,,
1461,1461,,,,,,
1462,1462,,,,,,
1463,1463,,,,,,
1464,1464,,,,,,
1465,1465,,,,,,
1466,1466,,,,,,
1467,1467,,,,,,
1468,1468,way,52438201.0,-36.497099649999996,144.60914391949254,Elmore Primary School,"Elmore Primary School, 36-42, Michie Street, Elmore, City of Greater Bendigo, Victoria, 3558, Australia"
1469,1469,,,,,,
1470,1470,,,,,,
1471,1471,,,,,,
1472,1472,,,,,,
1473,1473,,,,,,
1474,1474,,,,,,
1475,1475,,,,,,
1476,1476,,,,,,
1477,1477,,,,,,
1478,1478,,,,,,
1479,1479,,,,,,
1480,1480,,,,,,
1481,1481,,,,,,
1482,1482,,,,,,
1483,1483,,,,,,
1484,1484,,,,,,
1485,1485,,,,,,
1486,1486,,,,,,
1487,1487,,,,,,
1488,1488,,,,,,
1489,1489,,,,,,
1490,1490,,,,,,
1491,1491,,,,,,
1492,1492,,,,,,
1493,1493,node,4469477390.0,-37.8104319,144.9808744,River God,"River God, Albert Street, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
1494,1494,node,1745061018.0,-37.8115425,144.982944,Grey Street Fountain,"Grey Street Fountain, Clarendon Street, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
1495,1495,way,666255788.0,-37.81280175,144.9817359528125,Temple of the Winds,"Temple of the Winds, Clarendon Street, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia"
1496,1496,,,,,,
1497,1497,,,,,,
1498,1498,,,,,,
1499,1499,,,,,,
1500,1500,,,,,,
1501,1501,,,,,,
1502,1502,,,,,,
1503,1503,,,,,,
1504,1504,,,,,,
1505,1505,,,,,,
1506,1506,way,1036454128.0,-37.86394955,144.89444395637673,Williamstown Beach,"Williamstown Beach, Railway Crescent, Williamstown, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
1507,1507,way,58100951.0,-37.867990750000004,144.8864853082979,Gloucester Reserve,"Gloucester Reserve, Williamstown, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia"
1508,1508,,,,,,
